4.000000	4.000000	2891.081299
3.000000	4.000000	2603.983887
2.000000	4.000000	2298.607178
1.000000	4.000000	1993.985229
0.000000	4.000000	1700.819214
-1.000000	4.000000	1435.912842
-2.000000	4.000000	1205.258667
-3.000000	4.000000	1006.808838
-4.000000	4.000000	847.006348
-4.000000	3.000000	890.603027
-3.000000	3.000000	1067.189209
-2.000000	3.000000	1280.596069
-1.000000	3.000000	1536.611938
0.000000	3.000000	1821.699341
1.000000	3.000000	2134.586670
2.000000	3.000000	2460.983398
3.000000	3.000000	2785.107666
4.000000	3.000000	3087.844971
4.000000	2.000000	3244.116455
3.000000	2.000000	2930.612061
2.000000	2.000000	2591.809326
1.000000	2.000000	2249.778564
0.000000	2.000000	1920.511230
-1.000000	2.000000	1614.224365
-2.000000	2.000000	1346.829712
-3.000000	2.000000	1118.958130
-4.000000	2.000000	931.385742
-4.000000	1.000000	957.428650
-3.000000	1.000000	1154.780273
-2.000000	1.000000	1392.820068
-1.000000	1.000000	1671.857178
0.000000	1.000000	1989.004272
1.000000	1.000000	2330.033691
2.000000	1.000000	2683.159668
3.000000	1.000000	3030.387451
4.000000	1.000000	3352.762451
4.000000	0.000000	3410.778564
3.000000	0.000000	3084.290039
2.000000	0.000000	2732.975342
1.000000	0.000000	2375.306885
0.000000	0.000000	2028.113892
-1.000000	0.000000	1705.388550
-2.000000	0.000000	1418.619751
-3.000000	0.000000	1173.577881
-4.000000	0.000000	969.283875
-4.000000	-1.000000	971.752686
-3.000000	-1.000000	1176.105469
-2.000000	-1.000000	1421.555298
-1.000000	-1.000000	1707.592163
0.000000	-1.000000	2029.765747
1.000000	-1.000000	2377.151855
2.000000	-1.000000	2736.761230
3.000000	-1.000000	3089.345947
4.000000	-1.000000	3415.319336
4.000000	-2.000000	3367.952393
3.000000	-2.000000	3046.076416
2.000000	-2.000000	2695.985596
1.000000	-2.000000	2342.060791
0.000000	-2.000000	2000.040771
-1.000000	-2.000000	1681.466064
-2.000000	-2.000000	1400.582764
-3.000000	-2.000000	1159.407593
-4.000000	-2.000000	960.476929
-4.000000	-3.000000	939.879150
-3.000000	-3.000000	1125.993652
-2.000000	-3.000000	1358.651367
-1.000000	-3.000000	1629.121460
0.000000	-3.000000	1936.752197
1.000000	-3.000000	2266.587646
2.000000	-3.000000	2610.565918
3.000000	-3.000000	2952.260254
4.000000	-3.000000	3269.588623
4.000000	-4.000000	3118.606201
3.000000	-4.000000	2812.350586
2.000000	-4.000000	2485.864990
1.000000	-4.000000	2158.326904
0.000000	-4.000000	1843.235352
-1.000000	-4.000000	1553.206543
-2.000000	-4.000000	1298.227783
-3.000000	-4.000000	1078.836914
-4.000000	-4.000000	908.743469
