4	4	2891.081299
4	3	2603.983887
4	2	2298.607178
4	1	1993.985229
4	0	1700.819214
4	-1	1435.912842
4	-2	1205.258667
4	-3	1006.808838
4	-4	847.006348
3	-4	890.603027
3	-3	1067.189209
3	-2	1280.596069
3	-1	1536.611938
3	0	1821.699341
3	1	2134.58667
3	2	2460.983398
3	3	2785.107666
3	4	3087.844971
2	4	3244.116455
2	3	2930.612061
2	2	2591.809326
2	1	2249.778564
2	0	1920.51123
2	-1	1614.224365
2	-2	1346.829712
2	-3	1118.95813
2	-4	931.385742
1	-4	957.42865
1	-3	1154.780273
1	-2	1392.820068
1	-1	1671.857178
1	0	1989.004272
1	1	2330.033691
1	2	2683.159668
1	3	3030.387451
1	4	3352.762451
0	4	3410.778564
0	3	3084.290039
0	2	2732.975342
0	1	2375.306885
0	0	2028.113892
0	-1	1705.38855
0	-2	1418.619751
0	-3	1173.577881
0	-4	969.283875
-1	-4	971.752686
-1	-3	1176.105469
-1	-2	1421.555298
-1	-1	1707.592163
-1	0	2029.765747
-1	1	2377.151855
-1	2	2736.76123
-1	3	3089.345947
-1	4	3415.319336
-2	4	3367.952393
-2	3	3046.076416
-2	2	2695.985596
-2	1	2342.060791
-2	0	2000.040771
-2	-1	1681.466064
-2	-2	1400.582764
-2	-3	1159.407593
-2	-4	960.476929
-3	-4	939.87915
-3	-3	1125.993652
-3	-2	1358.651367
-3	-1	1629.12146
-3	0	1936.752197
-3	1	2266.587646
-3	2	2610.565918
-3	3	2952.260254
-3	4	3269.588623
-4	4	3118.606201
-4	3	2812.350586
-4	2	2485.86499
-4	1	2158.326904
-4	0	1843.235352
-4	-1	1553.206543
-4	-2	1298.227783
-4	-3	1078.836914
-4	-4	908.743469

